ID	Gene.symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
H3123E01_1	Syce2	-0.10765	0.0835875	-0.487991498749188	0.631738165334546	0.999805217187098	-4.74639325989439
H3141E04_1	Nsfl1c	-0.073075	-0.0383125	-0.487754572708141	0.631902564494856	0.999805217187098	-4.74643117411798
H3082G08_1		0.07055	-0.07308125	0.487740469458845	0.631912351137656	0.999805217187098	-4.74643343044459
H3079D08_1	Bag4	0.08835	0.09735625	0.487715683837576	0.631929550750183	0.999805217187098	-4.74643739565354
H3130B05_1	Gemin4	-0.12575	-0.09838125	-0.487715520018443	0.631929664430751	0.999805217187098	-4.74643742186072
H3099F09_1	Omt2b	-0.109	0.02589375	-0.487485123322105	0.632089555182459	0.999805217187098	-4.74647427156348
H3157C04_1	Cat	-0.06485	0.34538125	-0.4874695711358	0.632100348767751	0.999805217187098	-4.74647675838547
H3139G11_1	Wipi2	0.0985749999999999	0.1505125	0.487434327412977	0.632124809061443	0.999805217187098	-4.74648239363876
H3079G10_1		-0.1005	-0.09640625	-0.487432491921525	0.632126082964422	0.999805217187098	-4.74648268711184
H3110F06_1		-0.13525	-1.87499999999971e-05	-0.487308307344285	0.632212274689474	0.999805217187098	-4.74650254028874
H3108B01_1		-0.1677	0.0509375	-0.487308018336231	0.632212475285167	0.999805217187098	-4.74650258648634
H3083A12_1		0.143975	0.08398125	0.487246720645388	0.632255021661485	0.999805217187098	-4.74651238425941
H3089B06_1	Ddhd1	-0.0950500000000001	0.097625	-0.487215316518611	0.632276819600003	0.999805217187098	-4.74651740341401
H3156E05_1		-0.190025	0.0824625	-0.487152373387934	0.63232051014488	0.999805217187098	-4.74652746235075
H3060E10_1		0.099125	0.0537625	0.487054757184596	0.632388270981988	0.999805217187098	-4.7465430599362
H3047G03_1	Rbm39	-0.078425	0.04408125	-0.487038822881094	0.632399332187778	0.999805217187098	-4.74654560571257
H3088G12_1		0.107825	0.1019	0.486917327420278	0.632483674326831	0.999805217187098	-4.74656501406916
H3002C10_1	Bptf	0.087875	0.000749999999999999	0.486910313606044	0.632488543475138	0.999805217187098	-4.74656613435358
H3103C08_1		-0.146225	-0.1178875	-0.486902406472991	0.632494032806369	0.999805217187098	-4.74656739730527
H3015D06_1	Plxnb1	0.218975	0.51211875	0.486858446895544	0.632524551056214	0.999805217187098	-4.74657441830783
H3124D10_1		0.07785	0.071175	0.486854901987301	0.632527012083088	0.999805217187098	-4.7465749844564
H3105H10_1	Rsc1a1///Ddi2	-0.09945	-0.02334375	-0.486678338013051	0.632649595953112	0.999805217187098	-4.74660317807748
H3159C11_1		0.09545	0.0553375	0.486640365931133	0.632675960439268	0.999805217187098	-4.74660924016015
H3132F07_1	4933434E20Rik///1700094D03Rik	0.111875	0.1159	0.486633717279252	0.632680576732827	0.999805217187098	-4.74661030154295
H3145B10_1		-0.134525	-0.0022	-0.48641991863863	0.632829029767115	0.999805217187098	-4.74664442472542
H3063D01_1		0.302225	-0.03511875	0.486220246624915	0.632967688404609	0.999805217187098	-4.74667628031728
H3042A10_1		0.099125	0.09169375	0.486115196048893	0.633040644529327	0.999805217187098	-4.74669303503353
H3081A04_1		-0.155875	0.05320625	-0.485735406092468	0.633304435674508	0.999805217187098	-4.74675357963585
H3007H07_1		0.09135	0.1313125	0.485694421418515	0.63333290548424	0.999805217187098	-4.74676011055005
H3120C04_1	Ptbp2	0.0933	0.20894375	0.485692166798626	0.633334471662441	0.999805217187098	-4.74676046980883
H3100E09_1		0.0937	0.00836875	0.485653296219109	0.633361473504001	0.999805217187098	-4.74676666332844
H3059F01_1	Uchl1	-0.112725	0.1982375	-0.48550942390004	0.633461420496624	0.999805217187098	-4.74678958338951
H3031A09_1		-0.07645	-0.06143125	-0.485501822950504	0.63346670102048	0.999805217187098	-4.74679079410398
H3072E09_1	Nfkb1	0.14085	-0.25458125	0.485489189094378	0.633475478045044	0.999805217187098	-4.74679280644311
H3089C03_1	Ptms	0.1675	0.20086875	0.485300394412397	0.633606644659849	0.999805217187098	-4.74682287198382
H3026C06_1	Abr	0.112275	0.228625	0.485212241728476	0.633667893739014	0.999805217187098	-4.74683690647107
H3141H11_1	Amhr2	0.09965	-0.056475	0.485189441259869	0.633683736103552	0.999805217187098	-4.74684053605964
H3126E02_1		-0.0806	-0.08335	-0.485112207387141	0.633737401586768	0.999805217187098	-4.74685282964922
H3115F09_1	Sgce	0.082575	-0.10566875	0.484964248048063	0.633840216089504	0.999805217187098	-4.74687637564582
H3111C09_1		0.06695	0.1965125	0.484921359271795	0.633870020232286	0.999805217187098	-4.74688319961095
H3100F12_1		0.088125	0.09716875	0.484838063771463	0.633927905546252	0.999805217187098	-4.74689645098023
H3055F11_1		0.141775	-0.0360875	0.484811561119304	0.633946323791753	0.999805217187098	-4.74690066679596
H3069B08_1		-0.187375	-0.1861625	-0.484790723417796	0.633960805304693	0.999805217187098	-4.74690398132523
H3049G05_1	Ggta1	-0.1244	-0.1068625	-0.48473756009889	0.633997752743832	0.999805217187098	-4.74691243708228
H3039A07_1		0.1189	0.0423375	0.484695196738731	0.634027195140174	0.999805217187098	-4.74691917444561
H3142C08_1	Ascc3l1	0.063775	0.1181	0.48457982715561	0.634107379821867	0.999805217187098	-4.74693751968757
H3016G11_1	Gjb5	-0.10805	-0.0431625	-0.484576582972347	0.634109634676232	0.999805217187098	-4.74693803549402
H3131D04_1	Polr3gl	0.07355	0.159775	0.484550280971749	0.634127915895047	0.999805217187098	-4.74694221723895
H3012F12_1	Rnf2	0.081225	0.08085	0.484342668603964	0.634272225513383	0.999805217187098	-4.74697521784489
H3009G03_1	Impa1	-0.073	0.06973125	-0.484132653419061	0.634418220724835	0.999805217187098	-4.74700858665142
H3134E02_1		0.11275	0.07755625	0.484104562035963	0.634437750047205	0.999805217187098	-4.74701304897612
H3127E05_1	Epb4.1	0.0978	0.12428125	0.484053664171915	0.63447313529803	0.999805217187098	-4.74702113348762
H3026C08_1	Tex9	0.108575	0.07760625	0.483845840609521	0.634617627994523	0.999805217187098	-4.74705413533211
H3114E03_1		0.113625	0.05238125	0.483833829599635	0.634625979307375	0.999805217187098	-4.74705604223591
H3117E05_1	Hnrph2///Rpl36a///Btk///Gla	0.0724	-0.041175	0.483824960132062	0.634632146323296	0.999805217187098	-4.74705745035006
H3104G11_1	G6pc3	-0.084175	-0.04063125	-0.483734836296558	0.634694811756131	0.999805217187098	-4.74707175698734
H3098F12_1	Smg6	-0.123475	0.0483375	-0.483591684013551	0.634794355103097	0.999805217187098	-4.74709447635357
H3126D05_1	Rpl27	0.111225	0.026375	0.483559878875887	0.634816472317289	0.999805217187098	-4.74709952320153
H3107C09_1	Kin	0.06595	0.100275	0.483495920205752	0.634860950093758	0.999805217187098	-4.74710967122151
H3012A04_1	B4galt5	0.10725	0.025175	0.483475274594573	0.634875307654465	0.999805217187098	-4.74711294668949
H3114A04_1	Rpl24	0.122375	-0.10283125	0.483286462576668	0.635006619984673	0.999805217187098	-4.7471428959036
H3006G03_1	Npepps	0.0899000000000001	0.15600625	0.483281574007754	0.635010019984093	0.999805217187098	-4.74714367117625
H3156A08_1	9330120H11Rik	-0.102075	-0.12005	-0.483220159346327	0.635052734592367	0.999805217187098	-4.74715341022045
H3134E05_1		-0.1783	0.14360625	-0.483118662042465	0.635123330043807	0.999805217187098	-4.74716950291941
H3076G03_1		-0.090875	-0.03991875	-0.48273913303959	0.635387339731661	0.999805217187098	-4.74722964977119
H3026F03_1	5730536A07Rik	-0.0675	0.11814375	-0.482733518894612	0.635391245447855	0.999805217187098	-4.74723053914877
H3060C10_1	Plekha4	0.083025	-0.1436875	0.482669434994363	0.635435828892756	0.999805217187098	-4.74724069044623
H3133E02_1	Vcp	0.09815	0.25386875	0.482611842138668	0.635475897718591	0.999805217187098	-4.74724981242306
H3149G08_1	Gosr2	0.065075	0.142525	0.48249503704823	0.635557165584547	0.999805217187098	-4.74726830967433
H3126E10_1		0.092725	0.1303875	0.482378156928471	0.635638490439663	0.999805217187098	-4.74728681452794
H3049G04_1	Bcl10	0.0828	0.00950625	0.482305879141392	0.635688783514316	0.999805217187098	-4.74729825564815
H3132G11_1	Cdk5rap3	0.095275	0.09430625	0.482299374104444	0.63569331000596	0.999805217187098	-4.74729928527438
H3022H11_1		0.1016	0.0267375	0.482209855018741	0.635755602840523	0.999805217187098	-4.74731345313211
H3049C07_1		-0.0854	0.00484375	-0.482080353887131	0.635845722587748	0.999805217187098	-4.74733394435753
H3117D11_1	Lum///Lum	0.1163	0.213525	0.482041065751582	0.635873064335472	0.999805217187098	-4.74734015995943
H3137E12_1	Ppl	-0.2722	-0.01385	-0.481949273993879	0.635936946976857	0.999805217187098	-4.74735468004142
H3084G08_1		-0.0994	0.06891875	-0.481920160977178	0.635957208850415	0.999805217187098	-4.7473592847333
H3153E11_1		0.132925	-0.12944375	0.481483148655334	0.636261393290413	0.999805217187098	-4.74742837333971
H3148B01_1		0.12345	0.01009375	0.481340203752709	0.63636090525816	0.999805217187098	-4.74745095894182
H3102F10_1	Zfp710	0.0813999999999999	-0.250775	0.481141255569315	0.636499416152315	0.999805217187098	-4.7474823825223
H3132A04_1	Fis1	0.0922	0.17735	0.481110670822784	0.636520710967987	0.999805217187098	-4.74748721223888
H3104B06_1	Nedd4	0.081475	0.0559	0.481042254836029	0.636568347199208	0.999805217187098	-4.74749801492303
H3097G09_1		-0.12825	0.07710625	-0.481017102237574	0.636585860695859	0.999805217187098	-4.74750198607585
H3020G10_1	Mlx	-0.09525	-0.053225	-0.480976314730318	0.636614261089672	0.999805217187098	-4.74750842528417
H3073E02_1	Pttg1	0.112975	-0.9249	0.48087254457176	0.636686519007649	0.999805217187098	-4.74752480534292
H3119G03_1	Tctn3///Aldh18a1	-0.0963500000000001	0.2233	-0.480842751654639	0.636707265302997	0.999805217187098	-4.7475295075137
H3035F11_1	Nek2	-0.0908249999999999	-0.728875	-0.480811205588441	0.636729232741849	0.999805217187098	-4.74753448607803
H3069G05_1	Rasa2	-0.1109	-0.06204375	-0.480768471743434	0.636758991464428	0.999805217187098	-4.74754122978733
H3150A04_1	Usp9y///Usp9x	0.135975	0.31631875	0.480604865087459	0.636872928725479	0.999805217187098	-4.74756704280712
H3025B01_1	Atp1a3///Atp1a1	-0.1569	-0.02895	-0.480546104549	0.63691385241767	0.999805217187098	-4.74757631169549
H3069F11_1	Hsdl2	0.086325	0.48335	0.48048430237334	0.636956895755747	0.999805217187098	-4.74758605920373
H3111C08_1	Elovl5	-0.0835	-0.0300375	-0.480287136350313	0.637094224822863	0.999805217187098	-4.74761714844479
H3111H07_1	Lypla1	-0.14485	-0.2008625	-0.480261126460067	0.637112342112273	0.999805217187098	-4.74762124878779
H3121H06_1	4930404A10Rik	0.092925	0.05388125	0.480214939922061	0.637144514105967	0.999805217187098	-4.7476285293664
H3003C01_1		-0.119975	-0.0331	-0.480157625939546	0.637184438140468	0.999805217187098	-4.74763756308096
H3028F04_1	Ctsl	0.0696750000000001	0.5287625	0.479952209130433	0.63732753773992	0.999805217187098	-4.74766993200352
H3002G07_1	Gata6	-0.099725	0.023825	-0.479857476921316	0.637393536043715	0.999805217187098	-4.74768485514342
H3047G07_1	E030041M21Rik	-0.09745	0.000412500000000001	-0.479786963777734	0.637442663374365	0.999805217187098	-4.74769596123337
H3046C08_1		0.098175	-0.06683125	0.479740843006988	0.637474797192916	0.999805217187098	-4.7477032245878
H3111E10_1		0.08365	0.01625	0.479663222280033	0.637528879716464	0.999805217187098	-4.74771544722378
H3022E07_1	3000002C10Rik///Gapdh	-0.0978	-0.4298625	-0.479586308879017	0.637582471482299	0.999805217187098	-4.74772755661616
H3017H01_1	Mrpl19	0.35565	-0.07069375	0.47947204344878	0.637662093229243	0.999805217187098	-4.74774554335773
H3112E04_1	Rg9mtd3	-0.131725	0.0626	-0.479279361695058	0.63779636688284	0.999805217187098	-4.74777586448953
H3021B01_1	Shroom2	0.143575	0.8420875	0.479274847717726	0.637799512682238	0.999805217187098	-4.74777657468654
H3141H06_1	Ubac2	0.089275	-0.05415625	0.479237725855626	0.637825383248189	0.999805217187098	-4.74778241493328
H3058C06_1	Arpp19	-0.0927750000000001	0.1971375	-0.479143676285803	0.637890929406866	0.999805217187098	-4.74779720947334
H3056C02_1	Mesp2	0.137175	0.24869375	0.479121587242081	0.637906324416549	0.999805217187098	-4.74780068380506
H3022E09_1	Adamts4	-0.113	0.4080875	-0.479101549817509	0.637920289692745	0.999805217187098	-4.74780383531025
H3065G06_1		-0.09745	0.0299875	-0.479096341690658	0.63792391956988	0.999805217187098	-4.74780465442877
H3145C04_1	Prkar1b///Prkar1a	-0.0729	0.24235625	-0.479095351238965	0.637924609880165	0.999805217187098	-4.74780481020307
H3123B10_1	Cox10	-0.087725	-0.028325	-0.479042633325712	0.637961352920658	0.999805217187098	-4.74781310102257
H3113G11_1	Cog8	0.10595	0.14635	0.478879672454254	0.638074938617722	0.999805217187098	-4.74783872397493
H3143F04_1	Magea9///Cetn2///Zfp185///Nsdhl	-0.07905	-0.04724375	-0.478867394765477	0.638083496690241	0.999805217187098	-4.7478406541048
H3047F11_1		0.07515	0.1456375	0.478732225996286	0.638177718558696	0.999805217187098	-4.74786190035935
H3023H08_1	Entpd7	-0.109325	-0.02720625	-0.478722394329934	0.638184572150404	0.999805217187098	-4.74786344550816
H3019A07_1	Txndc9	0.11655	0.04654375	0.478682905298023	0.638212100041276	0.999805217187098	-4.74786965131552
H3001G06_1	Psmc3	-0.078475	-0.18101875	-0.478677815119568	0.638215648455397	0.999805217187098	-4.74787045121514
H3022F01_1	Sdf4	0.163075	0.1435625	0.478668907893382	0.63822185779325	0.999805217187098	-4.74787185092781
H3120G09_1	Pycr1	-0.069	-0.10314375	-0.478594885294476	0.638273460934681	0.999805217187098	-4.747883482135
H3046E05_1		-0.1564	-0.02631875	-0.478487283026884	0.638348476769766	0.999805217187098	-4.74790038666659
H3115H12_1	Ssr1	-0.0923500000000002	-0.3348625	-0.478314992358003	0.638468599073483	0.999805217187098	-4.74792744631145
H3001F01_1	Efna1	0.2102	0.289775	0.478271269101238	0.638499084890103	0.999805217187098	-4.74793431192149
H3100C01_1	Pde6d	0.11595	0.24111875	0.478219631943623	0.638535089491004	0.999805217187098	-4.74794241943318
H3146G10_1	Zzz3	-0.075	-0.08485	-0.477976910983073	0.638704341906556	0.999805217187098	-4.74798051766272
H3080E08_1		-0.171475	-0.04191875	-0.477941481668791	0.638729048933908	0.999805217187098	-4.74798607721106
H3144F01_1	Cct4	0.1083	-0.0376375	0.477742838674731	0.638867582932868	0.999805217187098	-4.74801724086499
H3100D12_1	Zdhhc12	0.12405	0.16541875	0.47774091088465	0.638868927444594	0.999805217187098	-4.74801754324128
H3061A03_1	Cryl1	-0.099425	-0.304925	-0.477403257873994	0.639104439023706	0.999805217187098	-4.74807048655098
H3142B11_1		0.068525	0.043025	0.477296082576952	0.639179201642302	0.999805217187098	-4.74808728394083
H3107D03_1		0.198225	0.0475875	0.477225589244626	0.639228378081909	0.999805217187098	-4.74809833026772
H3155B10_1	Phka2	-0.099225	-0.0032625	-0.477164674370617	0.639270873941164	0.999805217187098	-4.74810787439121
H3083G05_1		0.1164	-0.0351375	0.477155095564922	0.63927755649179	0.999805217187098	-4.74810937508955
H3069F02_1	Ddah2	-0.12415	-0.05103125	-0.477053181315237	0.639348657845649	0.999805217187098	-4.74812534007216
H3127G10_1	1200014J11Rik	-0.074625	-0.13000625	-0.476955115973025	0.639417077384747	0.999805217187098	-4.74814069904171
H3136H01_1	Ngb	0.2425	-0.05695625	0.476785767561802	0.639535238518362	0.999805217187098	-4.74816721524133
H3063B11_1		-0.13215	-0.00730625	-0.47677239195831	0.639544571634491	0.999805217187098	-4.7481693091802
H3100A12_1		-0.112425	-0.10336875	-0.476571215916428	0.639684954059583	0.999805217187098	-4.74820079633749
H3159B12_1	Hip2	-0.119	-0.06765625	-0.476428771457209	0.639784361567304	0.999805217187098	-4.74822308341343
H3081H12_1	Ormdl2	0.1148	0.3048	0.476257642838575	0.639903796165614	0.999805217187098	-4.74824985003441
H3156D02_1	Zfp612	0.11055	0.35086875	0.476205596050472	0.639940122832515	0.999805217187098	-4.7482579889692
H3132D11_1	Usp32	0.095875	0.026825	0.476117976516064	0.640001280039625	0.999805217187098	-4.74827168875229
H3146H08_1	Aaas	-0.102875	-0.02678125	-0.476050539228572	0.640048352136121	0.999805217187098	-4.74828223129179
H3041G07_1		-0.1133	0.05784375	-0.475907148744844	0.640148445789423	0.999805217187098	-4.74830464292629
H3129C05_1	2610301G19Rik	0.07825	-0.05331875	0.475897976934296	0.640154848409851	0.999805217187098	-4.74830607624157
H3050E09_1	Gcap14	0.15925	-0.438325	0.475681958514996	0.640305654113898	0.999805217187098	-4.74833982666233
H3017C04_1	Larp4	0.102425	-0.13575	0.47565673905277	0.640323261254711	0.999805217187098	-4.7483437659614
H3048C03_1		0.089725	0.07581875	0.475606532076615	0.640358314256833	0.999805217187098	-4.74835160773455
H3022G11_1	D430018E03Rik	0.08505	0.044225	0.475438137391814	0.640475888749429	0.999805217187098	-4.7483779033389
H3060B10_1	Sorcs3	0.129575	-0.01489375	0.475417839200264	0.640490061770441	0.999805217187098	-4.74838107239356
H3127E10_1	Wtap	0.08955	0.046125	0.475282055866216	0.640584874878319	0.999805217187098	-4.74840226823607
H3158A11_1		-0.17045	-0.00141874999999999	-0.475226101012433	0.640623948201641	0.999805217187098	-4.74841100113078
H3084H06_1	Cdc14b	0.1085	0.12540625	0.475076473782456	0.640728438358434	0.999805217187098	-4.7484343486784
H3015A06_1	Tcof1	-0.08425	-0.08145625	-0.474939959597109	0.640823777966347	0.999805217187098	-4.74845564395848
H3014E10_1	Tcfap2c	0.074475	-0.0154625	0.474843678512093	0.640891023219871	0.999805217187098	-4.7484706596306
H3128C12_1	Hp1bp3	0.08615	0.0165875	0.474824823554438	0.640904192396501	0.999805217187098	-4.74847359984511
H3097C02_1	Ppp2r4	-0.1817	-0.127925	-0.474671917513644	0.641010993613704	0.999805217187098	-4.74849743966553
H3081C03_1		0.0904	0.05789375	0.474601922461153	0.641059886187943	0.999805217187098	-4.74850835025396
H3033E09_1	Vcp	0.10365	0.20523125	0.474403804307213	0.641198283831092	0.999805217187098	-4.74853922389039
H3006D03_1	D4Ertd196e	0.100075	-0.09588125	0.474332328097641	0.641248217669226	0.999805217187098	-4.74855035932124
H3002E06_1	Dbt	0.110325	0.20900625	0.474293460851458	0.641275371373225	0.999805217187098	-4.74855641385876
H3083F08_1		-0.163525	-0.04228125	-0.474225540035655	0.641322823938007	0.999805217187098	-4.74856699307124
H3060G02_1		0.15715	0.7719	0.474213851140002	0.641330990492097	0.999805217187098	-4.74856881356447
H3023C04_1		-0.1036	-0.1451625	-0.473726682695323	0.641671397236994	0.999805217187098	-4.74864464970316
H3067H03_1	Nudcd3	-0.093475	-0.08116875	-0.473700845385845	0.641689453232537	0.999805217187098	-4.74864866964253
H3047E02_1	E030041M21Rik	0.0857	0.1295375	0.47357305429041	0.641778761415178	0.999805217187098	-4.74866854914207
H3094E10_1	Sc4mol	-0.16475	-0.5385375	-0.473561507596389	0.641786831224746	0.999805217187098	-4.7486703451217
H3087G09_1	Selk	0.08195	0.130875	0.473484239576443	0.641840833859913	0.999805217187098	-4.74868236235737
H3078D06_1	Rfx3	0.094225	0.04403125	0.47345622186808	0.641860415952006	0.999805217187098	-4.74868671939411
H3136H03_1	Zfp334	0.150275	0.08568125	0.473357276755944	0.641929572683412	0.999805217187098	-4.7487021043855
H3143D11_1		0.164325	-0.09508125	0.473138708047445	0.642082351165883	0.999805217187098	-4.74873607876765
H3151G05_1	Jmjd1b	0.0663	0.11146875	0.472696273870174	0.642391661058671	0.999805217187098	-4.74880480491909
H3073C11_1		-0.10905	-0.05185	-0.472565525072052	0.642483081712917	0.999805217187098	-4.74882510319822
H3079A06_1	Eef1a1-ps1///Eef1a1	0.126475	0.11485	0.472414736258423	0.642588521841239	0.999805217187098	-4.74884850594735
H3087D10_1		-0.136025	-0.00703124999999999	-0.472366204997172	0.64262245933308	0.999805217187098	-4.74885603658388
H3099F03_1	Prei4	-0.0837	0.24626875	-0.472297101375011	0.642670784301878	0.999805217187098	-4.74886675817364
